inchi	names	iupac_name	smiles	cid	record_ids	logBB	logBB_group	BBB+/BBB-	BBB+/BBB-_group	split
InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1	Nicotine|54-11-5|Nicotrol	3-[(2S)-1-methylpyrrolidin-2-yl]pyridine	CN1CCC[C@H]1c1cccnc1	89594.0	R3_abraham_2006:208|R4_mente_2005:176|R6_adenot_2004:1301|R14_ghose_2012:167|R21_muehlbacher_2011:13|R23_gupta_2019:166|R25_brito_sanchez_2015:321|R26_chico_2009:283|R37_chen_2011:62|R40_vilar_2010:161|R47_radchenko_2020:175|R51_doninger_2002:261	0.24	D	BBB+	A	test
InChI=1S/C10H14N2O/c1-3-12(4-2)10(13)9-6-5-7-11-8-9/h5-8H,3-4H2,1-2H3	Nikethamide	N,N-diethylpyridine-3-carboxamide	CCN(CC)C(=O)c1cccnc1	5497.0	R6_adenot_2004:401			BBB+	C	training
InChI=1S/C10H14N2O2/c1-10(2,3)12(14)8-9-4-6-11(13)7-5-9/h4-8H,1-3H3	Alpha-(4-Pyridyl-1-Oxide)-N-Tert-Butylnitrone|Cid 92375	tert-butyl-[(1-oxidopyridin-4-ylidene)methyl]-oxoazanium	CC(C)(C)[N+](=O)C=C1C=CN([O-])C=C1	92375.0	R21_muehlbacher_2011:281	-0.38	A	BBB+	A	training
InChI=1S/C10H14N2O2/c1-10(2,3)12(14)8-9-4-6-11(13)7-5-9/h4-8H,1-3H3/b12-8+	Alpha-(4-Pyridyl N-Oxide)-N-Tert-Butylnitrone	N-tert-butyl-1-(1-oxidopyridin-1-ium-4-yl)methanimine oxide	CC(C)(C)/[N+]([O-])=C\c1cc[n+]([O-])cc1	135465079.0	R41_toropov_2017:116|R46_mendoza_valencia_2017:116	-0.38	B	BBB+	A	training
InChI=1S/C10H14N2O2/c1-10(2,3)12(14)8-9-4-6-11(13)7-5-9/h4-8H,1-3H3/b12-8-	Alpha-(4-Pyridyl-1-Oxide)-N-Tert-Butylnitrone	N-tert-butyl-1-(1-oxidopyridin-1-ium-4-yl)methanimine oxide	CC(C)(C)/[N+]([O-])=C/c1cc[n+]([O-])cc1	135532295.0	R25_brito_sanchez_2015:118|R40_vilar_2010:30|R47_radchenko_2020:103	-0.38	B	BBB+	A	training
InChI=1S/C10H14N2O3/c1-4-5-10(6(2)3)7(13)11-9(15)12-8(10)14/h4,6H,1,5H2,2-3H3,(H2,11,12,13,14,15)	Aprobarbital	5-propan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(C(C)C)C(=O)NC(=O)NC1=O	6464.0	R6_adenot_2004:1638			BBB+	C	test
InChI=1S/C10H14N2O4/c1-3-4-10(5-6(2)13)7(14)11-9(16)12-8(10)15/h3,6,13H,1,4-5H2,2H3,(H2,11,12,14,15,16)	Proxibarbal	5-(2-hydroxypropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O	17336.0	R6_adenot_2004:1664			BBB+	C	test
InChI=1S/C10H14N2O4S2/c11-18(15,16)10-5-3-9(4-6-10)12-7-1-2-8-17(12,13)14/h3-6H,1-2,7-8H2,(H2,11,15,16)	Sultiame|Sulthiame	4-(1,1-dioxothiazinan-2-yl)benzenesulfonamide	NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1	5356.0	R6_adenot_2004:471|R14_ghose_2012:234|R23_gupta_2019:314			BBB+	C	training
InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m1/s1	Telbivudine	1-[(2S,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione	Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O	159269.0	R23_gupta_2019:959			BBB-	C	training
InChI=1S/C10H14N4O3/c1-6(15)4-14-5-11-8-7(14)9(16)13(3)10(17)12(8)2/h5-6,15H,4H2,1-3H3	Proxyphylline	7-(2-hydroxypropyl)-1,3-dimethylpurine-2,6-dione	CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C	4977.0	R6_adenot_2004:1686			BBB+	C	training
InChI=1S/C10H14N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,3-4H2,1-2H3	Dyphylline	7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione	Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O	3182.0	R14_ghose_2012:518			BBB-	C	training
InChI=1S/C10H14N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,5-8,11,16H,2,4H2,1H3/q+1/p+1			CC1C=[N+](C2CC(N=[N+]=N)C(CO)O2)C(=O)NC1=O		R45_hemmateenejad_2006:6	-0.05	A	BBB+	A	test
InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	Adenosine Monophosphate|Adenosine Phosphate	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	6083.0	R23_gupta_2019:327			BBB-	C	training
InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3	Phentermine	2-methyl-1-phenylpropan-2-amine	CC(C)(N)Cc1ccccc1	4771.0	R14_ghose_2012:199|R23_gupta_2019:199			BBB+	C	training
InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3	Pervertin|Dl-Methamphetamine	N-methyl-1-phenylpropan-2-amine	CNC(C)Cc1ccccc1	1206.0	R21_muehlbacher_2011:20|R41_toropov_2017:179|R46_mendoza_valencia_2017:256	0.92	B	BBB+	A	training
InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1	Methamphetamine|Metamphetamine	(2S)-N-methyl-1-phenylpropan-2-amine	CN[C@@H](C)Cc1ccccc1	10836.0	R3_abraham_2006:195|R6_adenot_2004:382|R12_garg_2006:106|R14_ghose_2012:144|R21_muehlbacher_2011:211|R23_gupta_2019:143|R25_brito_sanchez_2015:287|R26_chico_2009:262|R39_shayanfar_2011:58|R40_vilar_2010:145|R47_radchenko_2020:165|R51_doninger_2002:248	0.9	D	BBB+	A	training
InChI=1S/C10H15N3/c1-11-10(12-2)13-8-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,11,12,13)	Bethanidine Sulfate|Bethanidine	1-benzyl-2,3-dimethylguanidine	C/N=C(\NC)NCc1ccccc1	2368.0	R14_ghose_2012:393|R23_gupta_2019:390			BBB-	C	training
InChI=1S/C10H15N3/c1-9-10(12-6-5-11-9)13-7-3-2-4-8-13/h5-6H,2-4,7-8H2,1H3	Modaline	2-methyl-3-piperidin-1-ylpyrazine	Cc1nccnc1N1CCCCC1	17860.0	R6_adenot_2004:578			BBB+	C	training
InChI=1S/C10H15N3O/c1-14-12-10(6-11)9-7-13-4-2-8(9)3-5-13/h8-9H,2-5,7H2,1H3/b12-10+/t9-/m0/s1	Sabcomeline|(3E,3R)-N-Methoxy-1-Azabicyclo[2.2.2]Octane-3-Carboximidoyl Cyanide	(3E,3R)-N-methoxy-1-azabicyclo[2.2.2]octane-3-carboximidoyl cyanide	CO/N=C(/C#N)[C@H]1CN2CCC1CC2	5491428.0	R6_adenot_2004:1252			BBB+	C	training
InChI=1S/C10H15N3O/c11-10(12)13-7-4-8-14-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H4,11,12,13)	Guanoxyfen	2-(3-phenoxypropyl)guanidine	NC(N)=NCCCOc1ccccc1	13923.0	R6_adenot_2004:554			BBB+	C	training
InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)	2',3'-Dideoxy-3'-Hydroxymethylcytidine|4-Amino-1-[4,5-Bis(Hydroxymethyl)Oxolan-2-Yl]Pyrimidin-2-One	4-amino-1-[4,5-bis(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one	Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1	14840722.0	R40_vilar_2010:8|R47_radchenko_2020:478	-0.79	B	BBB+	A	training
InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)/t6-,7-,9-/m1/s1	132235-73-5|2',3'-Dideoxy-3'-Hydroxymethyl Cytidine	4-amino-1-[(2R,4R,5S)-4,5-bis(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one	Nc1ccn([C@H]2C[C@H](CO)[C@@H](CO)O2)c(=O)n1	451819.0	R4_mente_2005:34	-0.79	A	BBB+	A	training
InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)/t6?,7?,9-/m0/s1	2´,3´-Dideoxy-3´-Hydroxymethylcytidine		Nc1ccn([C@@H]2CC(CO)C(CO)O2)c(=O)n1		R25_brito_sanchez_2015:67|R46_mendoza_valencia_2017:65	-0.79	B	BBB+	A	training
InChI=1S/C10H15N3O5/c11-6(4-14)10(18)13-12-3-5-1-2-7(15)9(17)8(5)16/h1-2,6,12,14-17H,3-4,11H2,(H,13,18)	Benserazide	2-amino-3-hydroxy-N'-[(2,3,4-trihydroxyphenyl)methyl]propanehydrazide	NC(CO)C(=O)NNCc1ccc(O)c(O)c1O	2327.0	R6_adenot_2004:87			BBB-	C	training
InChI=1S/C10H15N3S/c1-2-5-13-6-3-8-9(4-7-13)14-10(11)12-8/h2H,1,3-7H2,(H2,11,12)	Talipexole	6-prop-2-enyl-4,5,7,8-tetrahydro-[1,3]thiazolo[4,5-d]azepin-2-amine	C=CCN1CCc2nc(N)sc2CC1	5374.0	R14_ghose_2012:237|R23_gupta_2019:232|R37_chen_2011:94			BBB+	C	training
InChI=1S/C10H15N5/c1-4-14(5-2)9-6-8(3)13-10-11-7-12-15(9)10/h6-7H,4-5H2,1-3H3	Trapidil	N,N-diethyl-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine	CCN(CC)c1cc(C)nc2ncnn12	5531.0	R14_ghose_2012:909			BBB-	C	training
InChI=1S/C10H15N5/c11-9(12)15-10(13)14-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H6,11,12,13,14,15)	Phenformin	1-(diaminomethylidene)-2-(2-phenylethyl)guanidine	NC(N)=N/C(N)=N/CCc1ccccc1	8249.0	R14_ghose_2012:765			BBB-	C	test
InChI=1S/C10H15NO/c1-4-11(2,3)9-6-5-7-10(12)8-9/h5-8H,4H2,1-3H3/p+1	Edrophonium	ethyl-(3-hydroxyphenyl)-dimethylazanium	CC[N+](C)(C)c1cccc(O)c1	3202.0	R23_gupta_2019:550			BBB-	C	training
InChI=1S/C10H15NO2/c1-2-11-7-10(13)8-4-3-5-9(12)6-8/h3-6,10-13H,2,7H2,1H3	Etilefrine	3-[2-(ethylamino)-1-hydroxyethyl]phenol	CCNCC(O)c1cccc(O)c1	3306.0	R6_adenot_2004:89|R14_ghose_2012:543			BBB-	C	training
InChI=1S/C10H15NO2/c1-2-6-10(13-9(11)12)7-4-3-5-8-10/h1H,3-8H2,(H2,11,12)	Hexapropymate	(1-prop-2-ynylcyclohexyl) carbamate	C#CCC1(OC(N)=O)CCCCC1	9661.0	R6_adenot_2004:1365|R51_doninger_2002:226			BBB+	C	training
InChI=1S/C10H15NO2/c1-3-4-6-11-7-5-9(12)10(13)8(11)2/h5,7,13H,3-4,6H2,1-2H3	Cp24|4(1H)-Pyridinone, 1-Butyl-3-Hydroxy-2-Methyl-	1-butyl-3-hydroxy-2-methylpyridin-4-one	CCCCn1ccc(=O)c(O)c1C	121733.0	R28_li_2005:343			BBB+	C	training
InChI=1S/C10H15NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h6H,4-5H2,1-3H3,(H,11,13)	Ethypicone	3,3-diethyl-5-methyl-1H-pyridine-2,4-dione	CCC1(CC)C(=O)NC=C(C)C1=O	68842.0	R6_adenot_2004:1360			BBB+	C	test
InChI=1S/C10H15NO2/c1-7(11-2)10(13)8-3-5-9(12)6-4-8/h3-7,10-13H,1-2H3	Oxilofrine|Suprifen	4-[1-hydroxy-2-(methylamino)propyl]phenol	CNC(C)C(O)c1ccc(O)cc1	9701.0	R14_ghose_2012:745			BBB-	C	training
InChI=1S/C10H15NO2/c1-7(11-2)10(13)8-3-5-9(12)6-4-8/h3-7,10-13H,1-2H3/t7-,10-/m0/s1	Hydroxyephedrine|Oxilofrine	4-[(1R,2S)-1-hydroxy-2-(methylamino)propyl]phenol	CN[C@@H](C)[C@H](O)c1ccc(O)cc1	688009.0	R6_adenot_2004:92			BBB-	C	training
InChI=1S/C10H16Br2N2O2/c11-3-1-9(15)13-5-7-14(8-6-13)10(16)2-4-12/h1-8H2	Pipobroman	3-bromo-1-[4-(3-bromopropanoyl)piperazin-1-yl]propan-1-one	O=C(CCBr)N1CCN(C(=O)CCBr)CC1	4842.0	R14_ghose_2012:778|R23_gupta_2019:841			BBB-	C	training
InChI=1S/C10H16N2O/c1-2-7(1)9(8-3-4-8)12-10-11-5-6-13-10/h7-9H,1-6H2,(H,11,12)	Rilmenidine	N-(dicyclopropylmethyl)-4,5-dihydro-1,3-oxazol-2-amine	C1COC(NC(C2CC2)C2CC2)=N1	68712.0	R14_ghose_2012:827			BBB-	C	training
InChI=1S/C10H16N2O2/c13-9-5-4-8(11-9)10(14)12-6-2-1-3-7-12/h8H,1-7H2,(H,11,13)/t8-/m1/s1	Fasoracetam	(5R)-5-(piperidine-1-carbonyl)pyrrolidin-2-one	O=C1CC[C@H](C(=O)N2CCCCC2)N1	198695.0	R6_adenot_2004:588			BBB+	C	training
InChI=1S/C10H16N2O3/c1-3-5-6-10(4-2)7(13)11-9(15)12-8(10)14/h3-6H2,1-2H3,(H2,11,12,13,14,15)	Butethal|Butobarbitone	5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione	CCCCC1(CC)C(=O)NC(=O)NC1=O	6473.0	R3_abraham_2006:109|R21_muehlbacher_2011:166|R23_gupta_2019:33|R25_brito_sanchez_2015:95|R40_vilar_2010:16|R41_toropov_2017:104|R46_mendoza_valencia_2017:93|R47_radchenko_2020:91	0.19	B	BBB+	A	test
InChI=1S/C10H16N2O3/c1-4-6(3)10(5-2)7(13)11-9(15)12-8(10)14/h6H,4-5H2,1-3H3,(H2,11,12,13,14,15)	Secbutabarbital|Butabarbital	5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trione	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	2479.0	R6_adenot_2004:1665			BBB+	C	test
InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1	Biotin	5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid	O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21	171548.0	R6_adenot_2004:1678			BBB+	C	training
InChI=1S/C10H16N2O4S3/c1-3-12-8-4-6(2)18(13,14)10-7(8)5-9(17-10)19(11,15)16/h5-6,8,12H,3-4H2,1-2H3,(H2,11,15,16)/t6-,8-/m0/s1	Dorzolamide	(4S,6S)-4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide	CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	5284549.0	R23_gupta_2019:535			BBB-	C	test
InChI=1S/C10H16N2O8.Ca.2Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;	Edetate Calcium Disodium|Cid 9842726		O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca].[Na].[Na]	9842726.0	R14_ghose_2012:520			BBB-	C	training
InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)	Edetic Acid	2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O	6049.0	R23_gupta_2019:548			BBB-	C	training
InChI=1S/C10H16N2OS/c1-4-5-12-9(13)8(6-7(2)3)11-10(12)14/h4,7-8H,1,5-6H2,2-3H3,(H,11,14)	Albutoin	5-(2-methylpropyl)-3-prop-2-enyl-2-sulfanylideneimidazolidin-4-one	C=CCN1C(=O)C(CC(C)C)NC1=S	3032361.0	R6_adenot_2004:1673			BBB+	C	test
InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	Adenosine Triphosphate|Adenosine-5'-Triphosphate	[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	5957.0	R23_gupta_2019:328			BBB-	C	training
InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)	51481-61-9|Cimetidine|1	1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine	C/N=C(\NC#N)NCCSCc1nc[nH]c1C	2756.0	R4_mente_2005:118|R5_guerra_2008:26|R6_adenot_2004:12|R7_andres_2006:33|R12_garg_2006:59|R14_ghose_2012:451|R21_muehlbacher_2011:55|R25_brito_sanchez_2015:188|R26_chico_2009:105|R28_li_2005:15|R29_subramanian_2003:35|R31_carpenter_2014:2|R34_broccatelli_2012:111|R39_shayanfar_2011:29|R40_vilar_2010:77|R46_mendoza_valencia_2017:175|R47_radchenko_2020:311|R48_hou_2003:10|R49_norinder_2002:1|R49_norinder_2002:123|R49_norinder_2002:152|R50_sobanska_2019:2|R52_liu_2001:1	-1.4	B1	BBB-	A	training
InChI=1S/C10H16N8S2/c1-14-9(16-6-11)15-2-3-19-4-7-5-20-10(17-7)18-8(12)13/h5H,2-4H2,1H3,(H2,14,15,16)(H4,12,13,17,18)	Tiotidine|69014-14-8|5-6|10	1-cyano-3-[2-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-2-methylguanidine	C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1	50287.0	R3_abraham_2006:290|R4_mente_2005:119|R5_guerra_2008:102|R7_andres_2006:219|R12_garg_2006:166|R21_muehlbacher_2011:249|R25_brito_sanchez_2015:84|R26_chico_2009:419|R28_li_2005:51|R28_li_2005:142|R39_shayanfar_2011:94|R40_vilar_2010:275|R41_toropov_2017:259|R46_mendoza_valencia_2017:82|R47_radchenko_2020:242|R48_hou_2003:49|R49_norinder_2002:10|R52_liu_2001:10	-0.82	B	BBB+	A	training
InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3	Camphor	1,7,7-trimethylbicyclo[2.2.1]heptan-2-one	CC12CCC(CC1=O)C2(C)C	2537.0	R6_adenot_2004:396			BBB+	C	training
InChI=1S/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2	Amantadine	adamantan-1-amine	NC12CC3CC(CC(C3)C1)C2	2130.0	R6_adenot_2004:641|R7_andres_2006:7|R14_ghose_2012:5|R26_chico_2009:26|R28_li_2005:178|R29_subramanian_2003:6|R34_broccatelli_2012:3|R51_doninger_2002:150			BBB+	C	training
InChI=1S/C10H17N3O2/c11-7-10(4-2-1-3-5-10)6-8-12-9(14)15-13-8/h1-7,11H2,(H,12,13,14)	Compound-9|3-[[1-(Aminomethyl)Cyclohexyl]Methyl]-1,2,4-Oxadiazol-5(2H)-One	3-[[1-(aminomethyl)cyclohexyl]methyl]-4H-1,2,4-oxadiazol-5-one	NCC1(Cc2noc(=O)[nH]2)CCCCC1	135529433.0	R26_chico_2009:135	-1.3	A	BBB-	A	training
InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	Glutathione	(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	124886.0	R23_gupta_2019:640			BBB-	C	test
InChI=1S/C10H17N3S/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8/h7,12H,2-6H2,1H3,(H2,11,13)/t7-/m0/s1	Pramipexole	(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine	CCCN[C@H]1CCc2nc(N)sc2C1	119570.0	R14_ghose_2012:206|R23_gupta_2019:205|R26_chico_2009:315|R37_chen_2011:74			BBB+	C	training
InChI=1S/C10H17NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h7H,4-6H2,1-3H3,(H,11,13)	Methyprylon	3,3-diethyl-5-methylpiperidine-2,4-dione	CCC1(CC)C(=O)NCC(C)C1=O	4162.0	R6_adenot_2004:1372|R51_doninger_2002:255			BBB+	C	training
InChI=1S/C10H17NOS/c1-8-12-10(7-13-8)6-11-4-2-9(10)3-5-11/h8-9H,2-7H2,1H3	Cevimeline|2-Methylspiro[1,3-Oxathiolane-5,3'-1-Azabicyclo[2.2.2]Octane]	2-methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane]	CC1OC2(CS1)CN1CCC2CC1	2684.0	R23_gupta_2019:446			BBB-	C	training
InChI=1S/C10H18O21S4/c11-3-1-26-10(8(31-35(22,23)24)5(3)28-32(13,14)15)27-4-2-25-9(12)7(30-34(19,20)21)6(4)29-33(16,17)18/h3-12H,1-2H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)	Pentosan Polysulfate|[2-Hydroxy-5-(5-Hydroxy-3,4-Disulfooxyoxan-2-Yl)Oxy-3-Sulfooxyoxan-4-Yl] Hydrogen Sulfate	[2-hydroxy-5-(5-hydroxy-3,4-disulfooxyoxan-2-yl)oxy-3-sulfooxyoxan-4-yl] hydrogen sulfate	O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O	22052964.0	R23_gupta_2019:822			BBB-	C	test
InChI=1S/C10H19N3O2/c11-9(12)13-6-8-7-14-10(15-8)4-2-1-3-5-10/h8H,1-7H2,(H4,11,12,13)	Guanadrel	2-(1,4-dioxaspiro[4.5]decan-3-ylmethyl)guanidine	NC(N)=NCC1COC2(CCCCC2)O1	38521.0	R28_li_2005:304			BBB-	C	training
InChI=1S/C10H19NO2/c1-2-9(13-10(11)12)8-6-4-3-5-7-8/h8-9H,2-7H2,1H3,(H2,11,12)	Procymate	1-cyclohexylpropyl carbamate	CCC(OC(N)=O)C1CCCCC1	3050432.0	R6_adenot_2004:1308			BBB+	C	training
InChI=1S/C10H19NO5/c1-10(2,6-12)8(15)9(16)11-5-3-4-7(13)14/h8,12,15H,3-6H2,1-2H3,(H,11,16)(H,13,14)/t8-/m0/s1	Hopantenic-Acid|Hopantenic Acid	4-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]butanoic acid	CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O	28281.0	R6_adenot_2004:1293			BBB+	C	training
InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3	Malathion	diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	4004.0	R23_gupta_2019:720			BBB-	C	training
InChI=1S/C10H20/c1-10(2,3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3	T-Butylcyclohexane|Tert-Butylcyclohexane	tert-butylcyclohexane	CC(C)(C)C1CCCCC1	18508.0	R3_abraham_2006:27|R21_muehlbacher_2011:226|R25_brito_sanchez_2015:150|R40_vilar_2010:398|R41_toropov_2017:22|R46_mendoza_valencia_2017:147|R47_radchenko_2020:12	0.61	B	BBB+	A	training
InChI=1S/C10H20/c1-3-5-7-9-10-8-6-4-2/h3H,1,4-10H2,2H3	1-Decene	dec-1-ene	C=CCCCCCCCC	13381.0	R3_abraham_2006:49|R21_muehlbacher_2011:221|R25_brito_sanchez_2015:54|R40_vilar_2010:321|R41_toropov_2017:44|R46_mendoza_valencia_2017:53|R47_radchenko_2020:32	0.96	B	BBB+	A	training
InChI=1S/C10H20N2O4/c1-4-7(2)10(3,5-15-8(11)13)6-16-9(12)14/h7H,4-6H2,1-3H3,(H2,11,13)(H2,12,14)	Mebutamate	[2-(carbamoyloxymethyl)-2,3-dimethylpentyl] carbamate	CCC(C)C(C)(COC(N)=O)COC(N)=O	6151.0	R6_adenot_2004:1482			BBB+	C	training
InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3	Menthol	5-methyl-2-propan-2-ylcyclohexan-1-ol	CC1CCC(C(C)C)C(O)C1	1254.0	R23_gupta_2019:729			BBB-	C	training
InChI=1S/C10H20O/c1-8(2)10(11)9-6-4-3-5-7-9/h8-11H,3-7H2,1-2H3	Cimepanol	1-cyclohexyl-2-methylpropan-1-ol	CC(C)C(O)C1CCCCC1	65765.0	R6_adenot_2004:1329			BBB+	C	training
InChI=1S/C10H20O3/c1-7(2)10(8(3)4)12-6-9(5-11)13-10/h7-9,11H,5-6H2,1-4H3	Promoxolane	[2,2-di(propan-2-yl)-1,3-dioxolan-4-yl]methanol	CC(C)C1(C(C)C)OCC(CO)O1	10105.0	R6_adenot_2004:1505			BBB+	C	training
InChI=1S/C10H21N/c1-9(11-2)8-10-6-4-3-5-7-10/h9-11H,3-8H2,1-2H3	101-40-6|Propylhexedrine	1-cyclohexyl-N-methylpropan-2-amine	CNC(C)CC1CCCCC1	7558.0	R4_mente_2005:1|R21_muehlbacher_2011:182|R25_brito_sanchez_2015:343|R40_vilar_2010:223|R47_radchenko_2020:354	1.08	B	BBB+	A	training
