inchi_parent,record_id,smiles_resolved,cid,iupac_name,names_resolved,logBB_resolved,logBB_resolution_comment,BBB+/BBB-_resolved,BBB+/BBB-_resolution_comment
"InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H,12,17,18)/t6-,7-,8-/m0/s1",R48_hou_2003:51,Cc1cn([C@@H]2C[C@H](N=[N+]=[N-])[C@H](CO)O2)c(=O)[nH]c1=O,6713644.0,"1-[(2S,4S,5R)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione","1-[(2S,4S,5R)-4-Azido-5-(Hydroxymethyl)Oxolan-2-Yl]-5-Methylpyrimidine-2,4-Dione",-0.72,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7+,10-/m1/s1",R23_gupta_2019:1025|R28_li_2005:311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,21704.0,"(2R,3S,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",Vidarabine,,No LogBB values,,No BBB class assigned
"InChI=1S/C10H13NO2/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6H,2,7,11H2,1H3",R3_abraham_2006:242|R21_muehlbacher_2011:173|R25_brito_sanchez_2015:366|R40_vilar_2010:222|R41_toropov_2017:216|R46_mendoza_valencia_2017:320|R47_radchenko_2020:201,CCCOC(=O)c1ccc(N)cc1,7174.0,propyl 4-aminobenzoate,Propyl-4-Aminobenzoate|Risocaine,0.55,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",R6_adenot_2004:404|R7_andres_2006:131|R29_subramanian_2003:127|R51_doninger_2002:106,CCOc1ccc(NC(C)=O)cc1,4754.0,N-(4-ethoxyphenyl)acetamide,Phenacetin,,No LogBB values,BBB-,BBB+/BBB- group D
"InChI=1S/C10H13NO2/c11-10(12)13-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H2,11,12)",R6_adenot_2004:1502|R51_doninger_2002:283,NC(=O)OCCCc1ccccc1,4770.0,3-phenylpropyl carbamate,Phenprobamate,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H13NO3/c12-6-7-14-10(13)11-8-9-4-2-1-3-5-9/h1-5,12H,6-8H2,(H,11,13)",R6_adenot_2004:1424|R51_doninger_2002:168,O=C(NCc1ccccc1)OCCO,20787.0,2-hydroxyethyl N-benzylcarbamate,Buramate,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H13NO4/c1-10(11,9(14)15)5-6-2-3-7(12)8(13)4-6/h2-4,12-13H,5,11H2,1H3,(H,14,15)/t10-/m0/s1",R50_sobanska_2019:47|R51_doninger_2002:91,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,38853.0,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",Methyldopa,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",R3_abraham_2006:93|R21_muehlbacher_2011:178|R25_brito_sanchez_2015:149|R40_vilar_2010:397|R41_toropov_2017:88|R46_mendoza_valencia_2017:146|R47_radchenko_2020:75,CC(C)(C)c1ccccc1,7366.0,tert-butylbenzene,T-Butylbenzene|Tert-Butylbenzene,0.43,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3",R41_toropov_2017:190|R42_ciura_2020:27|R46_mendoza_valencia_2017:282,CN1CCCC1c1cccnc1,942.0,3-(1-methylpyrrolidin-2-yl)pyridine,3-(1-Methylpyrrolidin-2-Yl)Pyridine,0.24,LogBB group D,BBB+,BBB+/BBB- group A
"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1",R3_abraham_2006:208|R4_mente_2005:176|R6_adenot_2004:1301|R14_ghose_2012:167|R21_muehlbacher_2011:13|R23_gupta_2019:166|R25_brito_sanchez_2015:321|R26_chico_2009:283|R37_chen_2011:62|R40_vilar_2010:161|R47_radchenko_2020:175|R51_doninger_2002:261,CN1CCC[C@H]1c1cccnc1,89594.0,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,Nicotine|54-11-5|Nicotrol,0.24,LogBB group D,BBB+,BBB+/BBB- group A
"InChI=1S/C10H14N2O/c1-3-12(4-2)10(13)9-6-5-7-11-8-9/h5-8H,3-4H2,1-2H3",R6_adenot_2004:401,CCN(CC)C(=O)c1cccnc1,5497.0,"N,N-diethylpyridine-3-carboxamide",Nikethamide,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H14N2O2/c1-10(2,3)12(14)8-9-4-6-11(13)7-5-9/h4-8H,1-3H3",R21_muehlbacher_2011:281,CC(C)(C)[N+](=O)C=C1C=CN([O-])C=C1,92375.0,tert-butyl-[(1-oxidopyridin-4-ylidene)methyl]-oxoazanium,Alpha-(4-Pyridyl-1-Oxide)-N-Tert-Butylnitrone|Cid 92375,-0.38,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C10H14N2O2/c1-10(2,3)12(14)8-9-4-6-11(13)7-5-9/h4-8H,1-3H3/b12-8+",R41_toropov_2017:116|R46_mendoza_valencia_2017:116,CC(C)(C)/[N+]([O-])=C\c1cc[n+]([O-])cc1,135465079.0,N-tert-butyl-1-(1-oxidopyridin-1-ium-4-yl)methanimine oxide,Alpha-(4-Pyridyl N-Oxide)-N-Tert-Butylnitrone,-0.38,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H14N2O2/c1-10(2,3)12(14)8-9-4-6-11(13)7-5-9/h4-8H,1-3H3/b12-8-",R25_brito_sanchez_2015:118|R40_vilar_2010:30|R47_radchenko_2020:103,CC(C)(C)/[N+]([O-])=C/c1cc[n+]([O-])cc1,135532295.0,N-tert-butyl-1-(1-oxidopyridin-1-ium-4-yl)methanimine oxide,Alpha-(4-Pyridyl-1-Oxide)-N-Tert-Butylnitrone,-0.38,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H14N2O3/c1-4-5-10(6(2)3)7(13)11-9(15)12-8(10)14/h4,6H,1,5H2,2-3H3,(H2,11,12,13,14,15)",R6_adenot_2004:1638,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,6464.0,"5-propan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",Aprobarbital,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H14N2O4/c1-10(12-11,9(15)16)5-6-2-3-7(13)8(14)4-6/h2-4,12-14H,5,11H2,1H3,(H,15,16)/t10-/m0/s1",R6_adenot_2004:98|R7_andres_2006:23|R14_ghose_2012:422|R23_gupta_2019:37|R28_li_2005:318|R29_subramanian_2003:24|R51_doninger_2002:17,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,34359.0,"(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid",Carbidopa,,No LogBB values,BBB-,BBB+/BBB- group D
"InChI=1S/C10H14N2O4/c1-3-4-10(5-6(2)13)7(14)11-9(16)12-8(10)15/h3,6,13H,1,4-5H2,2H3,(H2,11,12,14,15,16)",R6_adenot_2004:1664,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,17336.0,"5-(2-hydroxypropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",Proxibarbal,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H14N2O4S2/c11-18(15,16)10-5-3-9(4-6-10)12-7-1-2-8-17(12,13)14/h3-6H,1-2,7-8H2,(H2,11,15,16)",R6_adenot_2004:471|R14_ghose_2012:234|R23_gupta_2019:314,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,5356.0,"4-(1,1-dioxothiazinan-2-yl)benzenesulfonamide",Sultiame|Sulthiame,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m1/s1",R23_gupta_2019:959,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,159269.0,"1-[(2S,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",Telbivudine,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H14N4O3/c1-6(15)4-14-5-11-8-7(14)9(16)13(3)10(17)12(8)2/h5-6,15H,4H2,1-3H3",R6_adenot_2004:1686,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,4977.0,"7-(2-hydroxypropyl)-1,3-dimethylpurine-2,6-dione",Proxyphylline,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H14N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,3-4H2,1-2H3",R14_ghose_2012:518,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,3182.0,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione",Dyphylline,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H14N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,5-8,11,16H,2,4H2,1H3/q+1/p+1",R45_hemmateenejad_2006:6,CC1C=[N+](C2CC(N=[N+]=N)C(CO)O2)C(=O)NC1=O,,,,-0.05,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",R23_gupta_2019:327,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,6083.0,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",Adenosine Monophosphate|Adenosine Phosphate,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3",R14_ghose_2012:199|R23_gupta_2019:199,CC(C)(N)Cc1ccccc1,4771.0,2-methyl-1-phenylpropan-2-amine,Phentermine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3",R21_muehlbacher_2011:20|R41_toropov_2017:179|R46_mendoza_valencia_2017:256,CNC(C)Cc1ccccc1,1206.0,N-methyl-1-phenylpropan-2-amine,Pervertin|Dl-Methamphetamine,0.9166666666666666,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1",R3_abraham_2006:195|R6_adenot_2004:382|R12_garg_2006:106|R14_ghose_2012:144|R21_muehlbacher_2011:211|R23_gupta_2019:143|R25_brito_sanchez_2015:287|R26_chico_2009:262|R39_shayanfar_2011:58|R40_vilar_2010:145|R47_radchenko_2020:165|R51_doninger_2002:248,CN[C@@H](C)Cc1ccccc1,10836.0,(2S)-N-methyl-1-phenylpropan-2-amine,Methamphetamine|Metamphetamine,0.9,LogBB group D,BBB+,BBB+/BBB- group A
"InChI=1S/C10H15N3/c1-11-10(12-2)13-8-9-6-4-3-5-7-9/h3-7H,8H2,1-2H3,(H2,11,12,13)",R14_ghose_2012:393|R23_gupta_2019:390,C/N=C(\NC)NCc1ccccc1,2368.0,"1-benzyl-2,3-dimethylguanidine",Bethanidine Sulfate|Bethanidine,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15N3/c1-9-10(12-6-5-11-9)13-7-3-2-4-8-13/h5-6H,2-4,7-8H2,1H3",R6_adenot_2004:578,Cc1nccnc1N1CCCCC1,17860.0,2-methyl-3-piperidin-1-ylpyrazine,Modaline,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15N3O/c1-14-12-10(6-11)9-7-13-4-2-8(9)3-5-13/h8-9H,2-5,7H2,1H3/b12-10+/t9-/m0/s1",R6_adenot_2004:1252,CO/N=C(/C#N)[C@H]1CN2CCC1CC2,5491428.0,"(3E,3R)-N-methoxy-1-azabicyclo[2.2.2]octane-3-carboximidoyl cyanide","Sabcomeline|(3E,3R)-N-Methoxy-1-Azabicyclo[2.2.2]Octane-3-Carboximidoyl Cyanide",,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15N3O/c11-10(12)13-7-4-8-14-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H4,11,12,13)",R6_adenot_2004:554,NC(N)=NCCCOc1ccccc1,13923.0,2-(3-phenoxypropyl)guanidine,Guanoxyfen,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)",R40_vilar_2010:8|R47_radchenko_2020:478,Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1,14840722.0,"4-amino-1-[4,5-bis(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one","2',3'-Dideoxy-3'-Hydroxymethylcytidine|4-Amino-1-[4,5-Bis(Hydroxymethyl)Oxolan-2-Yl]Pyrimidin-2-One",-0.79,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)/t6-,7-,9-/m1/s1",R4_mente_2005:34,Nc1ccn([C@H]2C[C@H](CO)[C@@H](CO)O2)c(=O)n1,451819.0,"4-amino-1-[(2R,4R,5S)-4,5-bis(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one","132235-73-5|2',3'-Dideoxy-3'-Hydroxymethyl Cytidine",-0.79,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C10H15N3O4/c11-8-1-2-13(10(16)12-8)9-3-6(4-14)7(5-15)17-9/h1-2,6-7,9,14-15H,3-5H2,(H2,11,12,16)/t6?,7?,9-/m0/s1",R25_brito_sanchez_2015:67|R46_mendoza_valencia_2017:65,Nc1ccn([C@@H]2CC(CO)C(CO)O2)c(=O)n1,,,"2´,3´-Dideoxy-3´-Hydroxymethylcytidine",-0.79,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H15N3O5/c11-6(4-14)10(18)13-12-3-5-1-2-7(15)9(17)8(5)16/h1-2,6,12,14-17H,3-4,11H2,(H,13,18)",R6_adenot_2004:87,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,2327.0,"2-amino-3-hydroxy-N'-[(2,3,4-trihydroxyphenyl)methyl]propanehydrazide",Benserazide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15N3S/c1-2-5-13-6-3-8-9(4-7-13)14-10(11)12-8/h2H,1,3-7H2,(H2,11,12)",R14_ghose_2012:237|R23_gupta_2019:232|R37_chen_2011:94,C=CCN1CCc2nc(N)sc2CC1,5374.0,"6-prop-2-enyl-4,5,7,8-tetrahydro-[1,3]thiazolo[4,5-d]azepin-2-amine",Talipexole,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15N5/c1-4-14(5-2)9-6-8(3)13-10-11-7-12-15(9)10/h6-7H,4-5H2,1-3H3",R14_ghose_2012:909,CCN(CC)c1cc(C)nc2ncnn12,5531.0,"N,N-diethyl-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",Trapidil,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15N5/c11-9(12)15-10(13)14-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H6,11,12,13,14,15)",R14_ghose_2012:765,NC(N)=N/C(N)=N/CCc1ccccc1,8249.0,1-(diaminomethylidene)-2-(2-phenylethyl)guanidine,Phenformin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15N5O3/c11-10-13-8-7(9(18)14-10)12-5-15(8)2-1-6(3-16)4-17/h5-6,16-17H,1-4H2,(H3,11,13,14,18)",R6_adenot_2004:672|R23_gupta_2019:818,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,135398748.0,2-amino-9-[4-hydroxy-3-(hydroxymethyl)butyl]-1H-purin-6-one,Penciclovir,,No LogBB values,,No BBB class assigned
"InChI=1S/C10H15NO/c1-4-11(2,3)9-6-5-7-10(12)8-9/h5-8H,4H2,1-3H3/p+1",R23_gupta_2019:550,CC[N+](C)(C)c1cccc(O)c1,3202.0,ethyl-(3-hydroxyphenyl)-dimethylazanium,Edrophonium,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10-/m0/s1",R14_ghose_2012:85|R23_gupta_2019:81|R51_doninger_2002:48,CN[C@@H](C)[C@H](O)c1ccccc1,9294.0,"(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol",Ephedrine,,No LogBB values,BBB+,BBB+/BBB- group D
"InChI=1S/C10H15NO2/c1-2-11-7-10(13)8-4-3-5-9(12)6-8/h3-6,10-13H,2,7H2,1H3",R6_adenot_2004:89|R14_ghose_2012:543,CCNCC(O)c1cccc(O)c1,3306.0,3-[2-(ethylamino)-1-hydroxyethyl]phenol,Etilefrine,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15NO2/c1-2-6-10(13-9(11)12)7-4-3-5-8-10/h1H,3-8H2,(H2,11,12)",R6_adenot_2004:1365|R51_doninger_2002:226,C#CCC1(OC(N)=O)CCCCC1,9661.0,(1-prop-2-ynylcyclohexyl) carbamate,Hexapropymate,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15NO2/c1-3-4-6-11-7-5-9(12)10(13)8(11)2/h5,7,13H,3-4,6H2,1-2H3",R28_li_2005:343,CCCCn1ccc(=O)c(O)c1C,121733.0,1-butyl-3-hydroxy-2-methylpyridin-4-one,"Cp24|4(1H)-Pyridinone, 1-Butyl-3-Hydroxy-2-Methyl-",,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h6H,4-5H2,1-3H3,(H,11,13)",R6_adenot_2004:1360,CCC1(CC)C(=O)NC=C(C)C1=O,68842.0,"3,3-diethyl-5-methyl-1H-pyridine-2,4-dione",Ethypicone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H15NO2/c1-7(11-2)10(13)8-3-5-9(12)6-4-8/h3-7,10-13H,1-2H3",R14_ghose_2012:745,CNC(C)C(O)c1ccc(O)cc1,9701.0,4-[1-hydroxy-2-(methylamino)propyl]phenol,Oxilofrine|Suprifen,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H15NO2/c1-7(11-2)10(13)8-3-5-9(12)6-4-8/h3-7,10-13H,1-2H3/t7-,10-/m0/s1",R6_adenot_2004:92,CN[C@@H](C)[C@H](O)c1ccc(O)cc1,688009.0,"4-[(1R,2S)-1-hydroxy-2-(methylamino)propyl]phenol",Hydroxyephedrine|Oxilofrine,,No LogBB values,BBB-,BBB+/BBB- group C
InChI=1S/C10H16Br2N2O2/c11-3-1-9(15)13-5-7-14(8-6-13)10(16)2-4-12/h1-8H2,R14_ghose_2012:778|R23_gupta_2019:841,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,4842.0,3-bromo-1-[4-(3-bromopropanoyl)piperazin-1-yl]propan-1-one,Pipobroman,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H16N2O/c1-2-7(1)9(8-3-4-8)12-10-11-5-6-13-10/h7-9H,1-6H2,(H,11,12)",R14_ghose_2012:827,C1COC(NC(C2CC2)C2CC2)=N1,68712.0,"N-(dicyclopropylmethyl)-4,5-dihydro-1,3-oxazol-2-amine",Rilmenidine,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H16N2O2/c13-9-5-4-8(11-9)10(14)12-6-2-1-3-7-12/h8H,1-7H2,(H,11,13)/t8-/m1/s1",R6_adenot_2004:588,O=C1CC[C@H](C(=O)N2CCCCC2)N1,198695.0,(5R)-5-(piperidine-1-carbonyl)pyrrolidin-2-one,Fasoracetam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H16N2O3/c1-3-5-6-10(4-2)7(13)11-9(15)12-8(10)14/h3-6H2,1-2H3,(H2,11,12,13,14,15)",R3_abraham_2006:109|R21_muehlbacher_2011:166|R23_gupta_2019:33|R25_brito_sanchez_2015:95|R40_vilar_2010:16|R41_toropov_2017:104|R46_mendoza_valencia_2017:93|R47_radchenko_2020:91,CCCCC1(CC)C(=O)NC(=O)NC1=O,6473.0,"5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione",Butethal|Butobarbitone,0.19,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H16N2O3/c1-4-6(3)10(5-2)7(13)11-9(15)12-8(10)14/h6H,4-5H2,1-3H3,(H2,11,12,13,14,15)",R6_adenot_2004:1665,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,2479.0,"5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trione",Secbutabarbital|Butabarbital,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",R6_adenot_2004:1678,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,171548.0,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",Biotin,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H16N2O4S3/c1-3-12-8-4-6(2)18(13,14)10-7(8)5-9(17-10)19(11,15)16/h5-6,8,12H,3-4H2,1-2H3,(H2,11,15,16)/t6-,8-/m0/s1",R23_gupta_2019:535,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,5284549.0,"(4S,6S)-4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide",Dorzolamide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H16N2O8.Ca.2Na/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;",R14_ghose_2012:520,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca].[Na].[Na],9842726.0,,Edetate Calcium Disodium|Cid 9842726,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)",R23_gupta_2019:548,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,6049.0,2-[2-[bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic acid,Edetic Acid,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H16N2OS/c1-4-5-12-9(13)8(6-7(2)3)11-10(12)14/h4,7-8H,1,5-6H2,2-3H3,(H,11,14)",R6_adenot_2004:1673,C=CCN1C(=O)C(CC(C)C)NC1=S,3032361.0,5-(2-methylpropyl)-3-prop-2-enyl-2-sulfanylideneimidazolidin-4-one,Albutoin,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",R23_gupta_2019:328,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,5957.0,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",Adenosine Triphosphate|Adenosine-5'-Triphosphate,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",R4_mente_2005:118|R5_guerra_2008:26|R6_adenot_2004:12|R7_andres_2006:33|R12_garg_2006:59|R14_ghose_2012:451|R21_muehlbacher_2011:55|R25_brito_sanchez_2015:188|R26_chico_2009:105|R28_li_2005:15|R29_subramanian_2003:35|R31_carpenter_2014:2|R34_broccatelli_2012:111|R39_shayanfar_2011:29|R40_vilar_2010:77|R46_mendoza_valencia_2017:175|R47_radchenko_2020:311|R48_hou_2003:10|R49_norinder_2002:1|R49_norinder_2002:123|R49_norinder_2002:152|R50_sobanska_2019:2|R52_liu_2001:1,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,2756.0,1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine,51481-61-9|Cimetidine|1,-1.4011764705882352,LogBB group B1,BBB-,BBB+/BBB- group A
"InChI=1S/C10H16N8S2/c1-14-9(16-6-11)15-2-3-19-4-7-5-20-10(17-7)18-8(12)13/h5H,2-4H2,1H3,(H2,14,15,16)(H4,12,13,17,18)",R3_abraham_2006:290|R4_mente_2005:119|R5_guerra_2008:102|R7_andres_2006:219|R12_garg_2006:166|R21_muehlbacher_2011:249|R25_brito_sanchez_2015:84|R26_chico_2009:419|R28_li_2005:51|R28_li_2005:142|R39_shayanfar_2011:94|R40_vilar_2010:275|R41_toropov_2017:259|R46_mendoza_valencia_2017:82|R47_radchenko_2020:242|R48_hou_2003:49|R49_norinder_2002:10|R52_liu_2001:10,C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1,50287.0,"1-cyano-3-[2-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-2-methylguanidine",Tiotidine|69014-14-8|5-6|10,-0.8186666666666667,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",R6_adenot_2004:396,CC12CCC(CC1=O)C2(C)C,2537.0,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",Camphor,,No LogBB values,BBB+,BBB+/BBB- group C
