drugbank_id,chembl_id,name,groups,BBB_class,bbb_prob
DB00467,CHEMBL826,Enoxacin,"['approved', 'investigational']",-,0.9659
DB00468,CHEMBL170,Quinine,['approved'],+,0.9382
DB00469,CHEMBL302795,Tenoxicam,['approved'],-,0.9455
DB00470,CHEMBL465,Dronabinol,"['approved', 'illicit']",+,0.9685
DB00471,CHEMBL787,Montelukast,['approved'],+,0.9311
DB00472,CHEMBL41,Fluoxetine,"['approved', 'vet_approved']",+,0.983
DB00473,CHEMBL1197,Hexylcaine,"['approved', 'withdrawn']",+,0.9571
DB00474,CHEMBL7413,Methohexital,['approved'],+,0.982
DB00475,CHEMBL451,Chlordiazepoxide,"['approved', 'illicit', 'investigational']",+,0.9758
DB00476,CHEMBL1175,Duloxetine,['approved'],+,0.9804
DB00477,CHEMBL71,Chlorpromazine,"['approved', 'investigational', 'vet_approved']",+,0.9795
DB00478,CHEMBL959,Rimantadine,"['approved', 'investigational']",+,0.9798
DB00479,CHEMBL177,Amikacin,"['approved', 'investigational', 'vet_approved']",-,0.9659
DB00480,CHEMBL848,Lenalidomide,['approved'],+,0.9372
DB00481,CHEMBL81,Raloxifene,"['approved', 'investigational']",+,0.8661
DB00482,CHEMBL118,Celecoxib,"['approved', 'investigational']",+,0.9713
DB00483,CHEMBL1200993,Gallamine triethiodide,['approved'],+,0.8616
DB00484,CHEMBL844,Brimonidine,['approved'],+,0.717
DB00485,CHEMBL893,Dicloxacillin,"['approved', 'investigational', 'vet_approved']",-,0.9903
DB00486,CHEMBL947,Nabilone,"['approved', 'investigational']",+,0.9575
DB00487,CHEMBL267648,Pefloxacin,['approved'],-,0.9651
DB00488,CHEMBL1455,Altretamine,['approved'],+,0.8794
DB00489,CHEMBL471,Sotalol,['approved'],+,0.9382
DB00490,CHEMBL49,Buspirone,"['approved', 'investigational']",+,0.9839
DB00491,CHEMBL1561,Miglitol,['approved'],-,0.8379
DB00492,CHEMBL3039598,Fosinopril,['approved'],-,0.667
DB00493,CHEMBL1730,Cefotaxime,['approved'],-,0.9877
DB00494,CHEMBL953,Entacapone,"['approved', 'investigational']",-,0.9104
DB00495,CHEMBL129,Zidovudine,['approved'],+,0.6224
DB00496,CHEMBL1346,Darifenacin,"['approved', 'investigational']",+,0.9989
DB00497,CHEMBL656,Oxycodone,"['approved', 'illicit', 'investigational']",+,0.9885
DB00498,CHEMBL711,Phenindione,"['approved', 'investigational']",+,0.9816
DB00499,CHEMBL806,Flutamide,"['approved', 'investigational']",+,0.9655
DB00500,CHEMBL1020,Tolmetin,['approved'],+,0.8387
DB00501,CHEMBL30,Cimetidine,"['approved', 'investigational']",-,0.6782
DB00502,CHEMBL54,Haloperidol,['approved'],+,0.9465
DB00503,CHEMBL163,Ritonavir,"['approved', 'investigational']",-,0.9717
DB00504,CHEMBL1254682,Levallorphan,['approved'],+,0.9948
DB00505,CHEMBL1201354,Tridihexethyl,['withdrawn'],+,0.9277
DB00507,CHEMBL1401,Nitazoxanide,"['approved', 'investigational', 'vet_approved']",+,0.7175
DB00508,CHEMBL570,Triflupromazine,"['approved', 'vet_approved']",+,0.9839
DB00509,CHEMBL559,Dextrothyroxine,"['approved', 'investigational']",-,0.6886
DB00511,CHEMBL3545057,Acetyldigitoxin,['approved'],+,0.6297
DB00512,CHEMBL262777,Vancomycin,['approved'],-,0.991
DB00513,CHEMBL1046,Aminocaproic acid,"['approved', 'investigational']",,
DB00514,CHEMBL52440,Dextromethorphan,['approved'],+,0.9989
DB00515,CHEMBL11359,Cisplatin,['approved'],+,0.9469
DB00516,CHEMBL1201446,Bentoquatam,['approved'],,
DB00517,CHEMBL1578,Anisotropine methylbromide,['approved'],+,0.9683
DB00518,CHEMBL1483,Albendazole,"['approved', 'vet_approved']",+,0.9381
DB00519,CHEMBL1519,Trandolapril,['approved'],-,0.8908
DB00520,CHEMBL499808,Caspofungin,['approved'],-,0.96
DB00521,CHEMBL839,Carteolol,['approved'],-,0.5578
DB00522,CHEMBL1200368,Bentiromide,"['investigational', 'withdrawn']",+,0.7085
DB00523,CHEMBL705,Alitretinoin,"['approved', 'investigational']",+,0.9311
DB00524,CHEMBL878,Metolazone,['approved'],+,0.5944
DB00525,CHEMBL83668,Tolnaftate,"['approved', 'investigational', 'vet_approved']",+,0.9689
DB00526,CHEMBL414804,Oxaliplatin,"['approved', 'investigational']",+,0.7667
DB00527,CHEMBL1086,Cinchocaine,"['approved', 'vet_approved']",+,0.9876
DB00528,CHEMBL250270,Lercanidipine,"['approved', 'investigational']",-,0.9611
DB00529,CHEMBL666,Foscarnet,['approved'],+,0.9382
DB00530,CHEMBL553,Erlotinib,"['approved', 'investigational']",+,0.9376
DB00531,CHEMBL88,Cyclophosphamide,"['approved', 'investigational']",+,0.971
DB00532,CHEMBL861,Mephenytoin,"['approved', 'investigational', 'withdrawn']",+,0.9771
DB00533,CHEMBL122,Rofecoxib,"['approved', 'investigational', 'withdrawn']",+,0.6296
DB00534,,Chlormerodrin,"['approved', 'withdrawn']",+,0.9659
DB00535,CHEMBL927,Cefdinir,['approved'],-,0.9659
DB00536,CHEMBL821,Guanidine,['approved'],+,0.8502
DB00537,CHEMBL8,Ciprofloxacin,"['approved', 'investigational']",,
DB00538,CHEMBL1200457,Gadoversetamide,"['approved', 'investigational']",+,0.8868
DB00539,CHEMBL1655,Toremifene,"['approved', 'investigational']",+,0.7488
DB00540,CHEMBL445,Nortriptyline,['approved'],+,0.9478
DB00541,CHEMBL499458,Vincristine,"['approved', 'investigational']",-,0.9514
DB00542,CHEMBL838,Benazepril,"['approved', 'investigational']",-,0.7082
DB00543,CHEMBL1113,Amoxapine,['approved'],+,0.988
DB00544,CHEMBL185,Fluorouracil,['approved'],+,0.9791
DB00545,CHEMBL1115,Pyridostigmine,"['approved', 'investigational']",+,0.9818
DB00546,CHEMBL328250,Adinazolam,['experimental'],+,0.9382
DB00547,CHEMBL1766,Desoximetasone,['approved'],+,0.9825
DB00548,CHEMBL1238,Azelaic acid,['approved'],+,0.7397
DB00549,CHEMBL603,Zafirlukast,"['approved', 'investigational']",+,0.9153
DB00550,CHEMBL1518,Propylthiouracil,"['approved', 'investigational']",+,0.9045
DB00551,CHEMBL734,Acetohydroxamic acid,['approved'],+,0.9906
DB00552,CHEMBL1580,Pentostatin,"['approved', 'investigational']",+,0.911
DB00553,CHEMBL416,Methoxsalen,['approved'],+,0.9211
DB00554,CHEMBL527,Piroxicam,"['approved', 'investigational']",-,0.9659
DB00555,CHEMBL741,Lamotrigine,"['approved', 'investigational']",+,0.9382
DB00556,CHEMBL1663,Perflutren,['approved'],+,0.9907
DB00557,CHEMBL896,Hydroxyzine,['approved'],+,0.9516
DB00558,CHEMBL222813,Zanamivir,"['approved', 'investigational']",-,0.8899
DB00559,CHEMBL957,Bosentan,"['approved', 'investigational']",-,0.7419
DB00560,CHEMBL376140,Tigecycline,['approved'],-,0.9836
DB00561,CHEMBL1754,Doxapram,"['approved', 'vet_approved']",+,0.9877
DB00562,CHEMBL1201039,Benzthiazide,['approved'],-,0.8349
DB00563,CHEMBL34259,Methotrexate,['approved'],-,0.9467
DB00564,CHEMBL108,Carbamazepine,"['approved', 'investigational']",+,0.9958
DB00565,CHEMBL1201248,Cisatracurium,"['approved', 'investigational']",+,0.9291
DB00566,CHEMBL1201073,Succimer,['approved'],+,0.7685
DB00567,CHEMBL1727,Cephalexin,"['approved', 'investigational', 'vet_approved']",-,0.996
DB00568,CHEMBL43064,Cinnarizine,"['approved', 'investigational']",+,0.977
DB00569,CHEMBL1201202,Fondaparinux,"['approved', 'investigational']",-,0.8953
DB00570,CHEMBL159,Vinblastine,['approved'],-,0.9203
DB00571,CHEMBL27,Propranolol,"['approved', 'investigational']",-,0.9031
DB00572,CHEMBL517712,Atropine,"['approved', 'vet_approved']",+,0.9569
DB00573,CHEMBL1297,Fenoprofen,['approved'],+,0.8373
DB00574,CHEMBL87493,Fenfluramine,"['approved', 'illicit', 'investigational', 'withdrawn']",+,0.9868
DB00575,CHEMBL134,Clonidine,['approved'],+,0.9402
DB00576,CHEMBL1191,Sulfamethizole,"['approved', 'investigational', 'vet_approved']",+,0.9388
DB00577,CHEMBL1349,Valaciclovir,"['approved', 'investigational']",+,0.9389
DB00578,CHEMBL1214,Carbenicillin,"['approved', 'investigational']",-,0.9954
DB00579,CHEMBL781,Mazindol,"['approved', 'investigational']",+,0.9757
DB00580,CHEMBL865,Valdecoxib,"['approved', 'investigational', 'withdrawn']",+,0.9386
DB00581,CHEMBL296306,Lactulose,['approved'],+,0.6609
DB00582,CHEMBL638,Voriconazole,['approved'],+,0.9047
DB00583,CHEMBL1149,Levocarnitine,"['approved', 'investigational']",+,0.8568
DB00584,CHEMBL578,Enalapril,"['approved', 'vet_approved']",-,0.9659
DB00585,CHEMBL3183075,Nizatidine,['approved'],+,0.5
DB00586,CHEMBL139,Diclofenac,"['approved', 'vet_approved']",+,0.9541
DB00587,CHEMBL283754,Cinalukast,['experimental'],+,0.8337
DB00588,CHEMBL1473,Fluticasone propionate,['approved'],+,0.9701
DB00589,CHEMBL157138,Lisuride,"['approved', 'investigational']",+,0.9382
DB00590,CHEMBL707,Doxazosin,['approved'],+,0.9627
DB00591,CHEMBL989,Fluocinolone acetonide,"['approved', 'investigational', 'vet_approved']",+,0.9683
DB00592,CHEMBL1412,Piperazine,"['approved', 'vet_approved']",+,0.8549
DB00593,CHEMBL696,Ethosuximide,['approved'],+,0.9983
DB00594,CHEMBL945,Amiloride,['approved'],+,0.7193
DB00595,CHEMBL1517,Oxytetracycline,"['approved', 'investigational', 'vet_approved']",-,0.9881
DB00596,CHEMBL1201360,Ulobetasol,['approved'],+,0.9789
DB00597,CHEMBL1200593,Gadoteridol,"['approved', 'investigational']",+,0.6442
DB00598,CHEMBL429,Labetalol,['approved'],-,0.8313
DB00599,CHEMBL441,Thiopental,"['approved', 'vet_approved']",+,0.9505
DB00600,CHEMBL1388,Monobenzone,['approved'],+,0.9299
DB00601,CHEMBL126,Linezolid,"['approved', 'investigational']",+,0.9363
DB00602,CHEMBL1200633,Ivermectin,"['approved', 'investigational', 'vet_approved']",-,0.549
DB00603,CHEMBL717,Medroxyprogesterone acetate,"['approved', 'investigational']",+,0.9617
DB00604,CHEMBL560739,Cisapride,"['approved', 'investigational', 'withdrawn']",+,0.9383
DB00605,CHEMBL15770,Sulindac,"['approved', 'investigational']",+,0.8325
DB00606,CHEMBL61593,Cyclothiazide,['approved'],-,0.8102
DB00607,CHEMBL1443,Nafcillin,"['approved', 'investigational']",-,0.9938
DB00608,CHEMBL76,Chloroquine,"['approved', 'investigational', 'vet_approved']",+,0.7421
DB00609,CHEMBL1441,Ethionamide,['approved'],+,0.9476
DB00610,CHEMBL1201319,Metaraminol,"['approved', 'investigational']",-,0.8926
DB00611,CHEMBL33986,Butorphanol,"['approved', 'illicit', 'vet_approved']",+,0.9463
DB00612,CHEMBL645,Bisoprolol,['approved'],-,0.9077
DB00613,CHEMBL682,Amodiaquine,"['approved', 'investigational']",+,0.7306
DB00614,CHEMBL1103,Furazolidone,"['experimental', 'vet_approved']",+,0.9117
DB00615,CHEMBL444633,Rifabutin,"['approved', 'investigational']",-,0.9921
DB00616,CHEMBL35084,Candoxatril,['experimental'],+,0.8437
DB00617,CHEMBL1100,Paramethadione,['approved'],+,0.9804
DB00618,CHEMBL1591,Demeclocycline,['approved'],-,0.9659
DB00619,CHEMBL941,Imatinib,['approved'],+,0.7624
DB00620,CHEMBL1451,Triamcinolone,"['approved', 'vet_approved']",+,0.9528
DB00621,CHEMBL1200436,Oxandrolone,"['approved', 'investigational']",+,0.9537
DB00622,CHEMBL1484,Nicardipine,"['approved', 'investigational']",-,0.9549
DB00623,CHEMBL726,Fluphenazine,['approved'],+,0.975
DB00624,CHEMBL386630,Testosterone,"['approved', 'investigational']",+,0.973
DB00625,CHEMBL223228,Efavirenz,"['approved', 'investigational']",+,0.9182
DB00626,CHEMBL1200558,Bacitracin,"['approved', 'vet_approved']",-,0.9943
DB00627,CHEMBL573,Niacin,"['approved', 'investigational', 'nutraceutical']",+,0.9648
DB00628,CHEMBL1213252,Clorazepic acid,"['approved', 'illicit']",+,0.8373
DB00629,CHEMBL420,Guanabenz,"['approved', 'investigational']",+,0.8593
DB00630,CHEMBL870,Alendronic acid,['approved'],+,0.7065
DB00631,CHEMBL1750,Clofarabine,"['approved', 'investigational']",+,0.9827
DB00632,CHEMBL1200453,Docosanol,"['approved', 'investigational']",+,0.9579
DB00633,CHEMBL778,Dexmedetomidine,"['approved', 'vet_approved']",+,0.9663
DB00634,CHEMBL455,Sulfacetamide,['approved'],+,0.9881
DB00635,CHEMBL635,Prednisone,"['approved', 'vet_approved']",+,0.9383
DB00636,CHEMBL565,Clofibrate,"['approved', 'investigational']",+,0.9329
DB00637,CHEMBL296419,Astemizole,"['approved', 'withdrawn']",+,0.765
DB00639,CHEMBL1295,Butoconazole,['approved'],+,0.9716
DB00640,CHEMBL477,Adenosine,"['approved', 'investigational']",+,0.9383
DB00641,CHEMBL1064,Simvastatin,['approved'],+,0.9422
DB00642,CHEMBL225072,Pemetrexed,"['approved', 'investigational']",+,0.7542
DB00643,CHEMBL685,Mebendazole,"['approved', 'vet_approved']",+,0.9261
DB00644,CHEMBL1981292,Gonadorelin,"['approved', 'investigational', 'vet_approved']",-,0.9781
DB00645,CHEMBL1201217,Dyclonine,['approved'],+,0.9856
DB00646,CHEMBL450895,Nystatin,"['approved', 'vet_approved']",-,0.9581
DB00647,CHEMBL1213351,Dextropropoxyphene,"['approved', 'illicit', 'investigational', 'withdrawn']",+,0.9503
DB00648,CHEMBL1670,Mitotane,['approved'],+,0.9905
DB00649,CHEMBL991,Stavudine,"['approved', 'investigational']",+,0.9381
DB00650,CHEMBL1679,Leucovorin,['approved'],-,0.7779
DB00651,CHEMBL1752,Dyphylline,['approved'],-,0.6357
DB00652,CHEMBL100116,Pentazocine,"['approved', 'vet_approved']",+,0.9769
DB00653,CHEMBL2021423,Magnesium sulfate,"['approved', 'investigational', 'vet_approved']",+,0.9646
DB00654,CHEMBL1051,Latanoprost,"['approved', 'investigational']",+,0.6512
DB00655,CHEMBL1405,Estrone,['approved'],+,0.9529
DB00656,CHEMBL621,Trazodone,"['approved', 'investigational']",+,0.9829
DB00657,CHEMBL267936,Mecamylamine,"['approved', 'investigational']",+,0.9771
DB00658,CHEMBL1201798,Sevelamer,['approved'],+,0.9723
DB00659,CHEMBL1201293,Acamprosate,"['approved', 'investigational']",+,0.9764
DB00660,CHEMBL1079604,Metaxalone,['approved'],+,0.9747
DB00661,CHEMBL6966,Verapamil,['approved'],+,0.6323
DB00662,CHEMBL1201256,Trimethobenzamide,"['approved', 'investigational']",+,0.8121
DB00663,CHEMBL1201392,Flumethasone,"['approved', 'vet_approved']",+,0.9664
DB00664,CHEMBL1525826,Sulfametopyrazine,"['approved', 'withdrawn']",+,0.6436
DB00665,CHEMBL1274,Nilutamide,"['approved', 'investigational']",+,0.8491
DB00666,CHEMBL1201309,Nafarelin,['approved'],-,0.9781
DB00668,CHEMBL679,Epinephrine,"['approved', 'vet_approved']",-,0.966
DB00669,CHEMBL128,Sumatriptan,"['approved', 'investigational']",+,0.9626
DB00670,CHEMBL9967,Pirenzepine,['approved'],+,0.9737
DB00671,CHEMBL1541,Cefixime,"['approved', 'investigational']",-,0.9704
DB00672,CHEMBL498,Chlorpropamide,"['approved', 'investigational']",+,0.8087
DB00673,CHEMBL1471,Aprepitant,"['approved', 'investigational']",+,0.5588
DB00674,CHEMBL659,Galantamine,['approved'],+,0.9959
DB00675,CHEMBL83,Tamoxifen,['approved'],+,0.5838
DB00676,CHEMBL1239,Benzyl benzoate,['approved'],,
DB00677,CHEMBL1025,Isoflurophate,"['approved', 'investigational', 'withdrawn']",+,0.9803
DB00678,CHEMBL191,Losartan,['approved'],-,0.7812
DB00679,CHEMBL479,Thioridazine,"['approved', 'withdrawn']",+,0.9901
DB00680,CHEMBL1075,Moricizine,"['approved', 'investigational', 'withdrawn']",+,0.9535
DB00681,CHEMBL267345,Amphotericin B,"['approved', 'investigational']",-,0.9659
DB00682,CHEMBL1464,Warfarin,['approved'],+,0.9124
DB00683,CHEMBL655,Midazolam,"['approved', 'illicit']",+,0.9724
DB00684,CHEMBL1747,Tobramycin,"['approved', 'investigational']",-,0.9794
DB00685,CHEMBL428,Trovafloxacin,"['approved', 'investigational', 'withdrawn']",+,0.8109
DB00686,CHEMBL4073796,Pentosan polysulfate,['approved'],+,0.8606
DB00687,CHEMBL1201388,Fludrocortisone,"['approved', 'investigational']",+,0.9731
DB00688,CHEMBL1456,Mycophenolate mofetil,"['approved', 'investigational']",+,0.8594
DB00689,CHEMBL1200971,Cephaloglycin,['approved'],-,0.9962
DB00690,CHEMBL968,Flurazepam,"['approved', 'illicit', 'investigational']",+,0.9898
DB00691,CHEMBL1165,Moexipril,['approved'],-,0.9022
DB00692,CHEMBL597,Phentolamine,['approved'],+,0.838
DB00693,CHEMBL1057,Fluorescein,['approved'],+,0.8803
DB00694,CHEMBL178,Daunorubicin,['approved'],-,0.9869
DB00695,CHEMBL35,Furosemide,"['approved', 'vet_approved']",-,0.8833
DB00696,CHEMBL442,Ergotamine,['approved'],-,0.9644
DB00697,CHEMBL1079,Tizanidine,"['approved', 'investigational']",+,0.8592
DB00698,CHEMBL572,Nitrofurantoin,"['approved', 'vet_approved']",+,0.958
DB00699,CHEMBL1372950,Nicergoline,"['approved', 'investigational']",+,0.9396
DB00700,CHEMBL1095097,Eplerenone,['approved'],+,0.8556
DB00701,CHEMBL116,Amprenavir,"['approved', 'investigational']",-,0.5886
DB00702,CHEMBL1201472,Icodextrin,"['approved', 'investigational']",,
DB00703,CHEMBL19,Methazolamide,['approved'],+,0.8117
DB00704,CHEMBL19019,Naltrexone,"['approved', 'investigational', 'vet_approved']",+,0.9671
DB00705,CHEMBL593,Delavirdine,['approved'],-,0.6449
DB00706,CHEMBL836,Tamsulosin,"['approved', 'investigational']",+,0.5915
DB00707,,Porfimer sodium,"['approved', 'investigational']",,
DB00708,CHEMBL658,Sufentanil,"['approved', 'investigational']",+,0.9886
DB00709,CHEMBL141,Lamivudine,"['approved', 'investigational']",+,0.9792
DB00710,CHEMBL997,Ibandronate,"['approved', 'investigational']",-,0.5229
DB00711,CHEMBL684,Diethylcarbamazine,"['approved', 'investigational', 'vet_approved']",+,0.9851
DB00712,CHEMBL563,Flurbiprofen,"['approved', 'investigational']",+,0.9824
DB00713,CHEMBL819,Oxacillin,"['approved', 'investigational']",-,0.9923
DB00714,CHEMBL53,Apomorphine,"['approved', 'investigational']",+,0.9401
DB00715,CHEMBL490,Paroxetine,"['approved', 'investigational']",+,0.9869
DB00716,CHEMBL746,Nedocromil,"['approved', 'investigational']",-,0.7048
DB00717,CHEMBL1162,Norethisterone,['approved'],+,0.9413
DB00718,CHEMBL922,Adefovir dipivoxil,"['approved', 'investigational']",+,0.8905
DB00719,CHEMBL946,Azatadine,['approved'],+,0.9826
DB00720,CHEMBL12318,Clodronic acid,"['approved', 'investigational', 'vet_approved']",+,0.9481
DB00721,CHEMBL569,Procaine,"['approved', 'investigational', 'vet_approved']",+,0.9533
DB00722,CHEMBL1237,Lisinopril,"['approved', 'investigational']",-,0.8815
DB00723,CHEMBL524,Methoxamine,"['approved', 'investigational']",-,0.8857
DB00724,CHEMBL1282,Imiquimod,"['approved', 'investigational']",+,0.955
DB00725,CHEMBL1200851,Homatropine methylbromide,['approved'],+,0.8747
DB00726,CHEMBL644,Trimipramine,['approved'],+,0.9861
DB00727,CHEMBL730,Nitroglycerin,"['approved', 'investigational']",+,0.9113
DB00728,CHEMBL1201244,Rocuronium,['approved'],+,0.8569
DB00730,CHEMBL625,Thiabendazole,"['approved', 'vet_approved']",+,0.9473
DB00731,CHEMBL783,Nateglinide,"['approved', 'investigational']",+,0.7539
DB00732,CHEMBL1200527,Atracurium besylate,['approved'],+,0.9367
DB00733,CHEMBL1420,Pralidoxime,"['approved', 'vet_approved']",+,0.9544
DB00734,CHEMBL85,Risperidone,"['approved', 'investigational']",+,0.9925
DB00735,CHEMBL626,Naftifine,['approved'],+,0.9713
DB00736,CHEMBL1201320,Esomeprazole,"['approved', 'investigational']",-,0.6326
DB00737,CHEMBL1623,Meclizine,['approved'],+,0.9656
DB00738,CHEMBL55,Pentamidine,"['approved', 'investigational']",+,0.9133
DB00739,CHEMBL1201116,Hetacillin,"['approved', 'vet_approved', 'withdrawn']",-,0.991
DB00740,CHEMBL744,Riluzole,"['approved', 'investigational']",+,0.9799
DB00741,CHEMBL389621,Hydrocortisone,"['approved', 'vet_approved']",+,0.9383
DB00742,CHEMBL689,Mannitol,"['approved', 'investigational']",-,0.5997
DB00743,CHEMBL1200571,Gadobenic acid,"['approved', 'investigational']",-,0.9391
DB00744,CHEMBL93,Zileuton,"['approved', 'investigational', 'withdrawn']",+,0.8846
DB00745,CHEMBL1373,Modafinil,"['approved', 'investigational']",+,0.9947
DB00746,CHEMBL556,Deferoxamine,"['approved', 'investigational']",+,0.9242
DB00747,CHEMBL569713,Scopolamine,"['approved', 'investigational']",+,0.8218
DB00748,CHEMBL864,Carbinoxamine,['approved'],+,0.955
DB00749,CHEMBL622,Etodolac,"['approved', 'investigational', 'vet_approved']",+,0.9065
DB00750,CHEMBL1194,Prilocaine,['approved'],+,0.9285
DB00751,CHEMBL1106,Epinastine,"['approved', 'investigational']",+,0.9787
DB00752,CHEMBL313833,Tranylcypromine,"['approved', 'investigational']",+,0.9383
DB00753,CHEMBL1256,Isoflurane,"['approved', 'vet_approved']",+,0.994
DB00754,CHEMBL1095,Ethotoin,['approved'],+,0.9936
DB00755,CHEMBL38,Tretinoin,"['approved', 'investigational', 'nutraceutical']",+,0.9311
DB00756,CHEMBL496,Hexachlorophene,"['approved', 'withdrawn']",+,0.9225
DB00757,CHEMBL2368925,Dolasetron,"['approved', 'investigational']",+,0.9403
DB00758,CHEMBL1771,Clopidogrel,['approved'],+,0.9847
DB00759,CHEMBL1440,Tetracycline,"['approved', 'vet_approved', 'withdrawn']",-,0.9841
DB00760,CHEMBL127,Meropenem,"['approved', 'investigational']",-,0.9901
DB00761,CHEMBL1200731,Potassium chloride,"['approved', 'withdrawn']",+,0.975
DB00762,CHEMBL481,Irinotecan,"['approved', 'investigational']",+,0.6284
DB00763,CHEMBL1515,Methimazole,['approved'],+,0.9731
DB00764,CHEMBL1201404,Mometasone,['experimental'],+,0.9721
DB00765,CHEMBL1200862,Metyrosine,['approved'],-,0.8678
DB00766,CHEMBL777,Clavulanic acid,"['approved', 'vet_approved']",-,0.6848
DB00767,CHEMBL1201250,Benzquinamide,['withdrawn'],+,0.9383
DB00768,CHEMBL1189432,Olopatadine,['approved'],+,0.6925
DB00769,CHEMBL1201263,Hydrocortamate,['approved'],+,0.9382
DB00770,CHEMBL495,Alprostadil,"['approved', 'investigational']",+,0.8704
DB00771,,Clidinium,['approved'],+,0.9142
DB00772,CHEMBL1200468,Malathion,"['approved', 'investigational']",+,0.9236
DB00773,CHEMBL44657,Etoposide,['approved'],-,0.9609
DB00774,CHEMBL1763,Hydroflumethiazide,"['approved', 'investigational', 'withdrawn']",-,0.902
DB00775,CHEMBL916,Tirofiban,['approved'],+,0.5951
DB00776,CHEMBL1068,Oxcarbazepine,['approved'],+,0.9975
DB00777,CHEMBL1201210,Propiomazine,['approved'],+,0.9837
DB00778,CHEMBL1214185,Roxithromycin,"['approved', 'investigational', 'withdrawn']",-,0.9659
DB00779,CHEMBL5,Nalidixic acid,"['approved', 'investigational']",+,0.8945
